Iteration,Param1,Param2,Drag,Sideforce,Lift,Stdev Drag,Stdev Sideforce,Stdev Lift,Time
274,-0.917328,-0.837078,478.312282,2.915642,-340.728306,11.459127,21.767336,79.227595,579511.7511
275,0.121892,-0.151466,475.149688,6.596381,-307.977476,8.896512,21.09539,72.02468,581378.2649
276,-0.579522,-0.064108,479.47271,11.73908,-336.888925,7.542312,12.705638,71.530539,583537.1959
277,0.612526,-0.372,477.451735,36.329846,-317.869141,7.443251,16.194678,65.160242,585683.1833
278,-0.44926,0.837114,488.586261,20.936261,-340.948075,10.563685,17.491462,70.423223,588308.2173
279,-0.862036,0.598594,489.325555,-1.262994,-347.928039,11.959325,12.274284,74.676733,590602.1572
280,-0.721082,0.776194,480.350645,-10.404572,-348.641733,10.583357,15.201561,67.63461,593034.5952
281,-0.030493,-0.681383,469.398196,-16.842286,-317.135902,8.032647,17.482967,67.492541,595335.5859
282,-0.042236,0.235024,484.659459,7.248695,-327.947016,7.414359,9.069883,60.034696,597614.9707
283,0.126697,-0.289236,480.490453,6.789995,-329.852861,9.051825,20.087162,76.712889,600476.1616
284,-0.762544,0.598769,482.799963,12.286239,-318.615812,8.229272,15.200744,80.803653,602379.744
285,0.931745,-0.952022,478.133973,29.204015,-331.987798,13.359029,17.206092,73.752588,604270.2226
286,0.277804,0.332625,480.925955,23.391668,-310.017933,9.548094,6.925627,81.127673,606135.3181
287,-0.416732,-0.249416,474.067943,6.965898,-345.569725,10.125771,26.785061,74.977009,608074.0089
288,-0.011192,0.148634,478.494608,24.909244,-347.761637,8.010906,13.266949,60.870867,609936.7879
289,0.185262,-0.300591,475.564516,16.94964,-345.37708,10.067749,5.60371,65.911302,611787.7473
290,0.527187,0.91557,491.9286,0.97318,-339.153118,10.585124,16.131249,68.280056,613650.6425
291,-0.669029,-0.502404,477.024673,-4.44654,-359.444359,8.744045,26.611673,70.95636,615497.5422
292,-0.601649,0.457262,483.889606,11.285863,-314.446867,9.152877,13.097725,73.663725,617359.8816
293,0.717612,-0.124763,476.503708,16.044613,-333.671206,10.177642,22.421819,68.47157,619228.6892
294,0.341375,-0.307283,476.307382,-18.558175,-351.270155,10.155409,17.968761,66.023917,621101.4016
295,-0.662898,-0.600446,471.958396,-7.788415,-359.420953,7.254584,21.690298,66.540433,622958.7527
296,-0.077704,-0.795654,478.761276,-13.597192,-364.011594,10.71456,9.95704,59.286986,624810.1405
297,-0.656294,-0.997685,468.624286,-17.915371,-347.130404,12.519478,8.718705,75.238944,626732.0656
298,0.550598,0.323593,484.848278,12.283035,-314.456994,6.636988,15.144326,64.481354,628612.9356
299,-0.698561,-0.616868,469.544547,-4.009944,-352.166775,8.70778,20.965593,64.82432,630627.9147
300,0.590632,0.742563,487.6606,-13.637253,-354.124425,9.69257,17.060123,61.358915,633981.7193
